iter	F1	Logloss
884	0.9836304111	0.1428121071
885	0.9835111542	0.1426690188
886	0.9842424242	0.1425201215
887	0.9841077278	0.1422986296
888	0.9839883552	0.1421409598
889	0.9839883552	0.1420369711
890	0.9839883552	0.1419916487
891	0.9839883552	0.1418783631
892	0.9839883552	0.1417258522
893	0.9838690115	0.1415808199
894	0.9839883552	0.1415367987
895	0.9843617408	0.1413711825
896	0.9846004608	0.1412194695
897	0.9846004608	0.1410523721
898	0.985092716	0.1408105201
899	0.985092716	0.1405981731
900	0.9852121212	0.1404350074
901	0.9852121212	0.1403675194
902	0.9852121212	0.140264231
903	0.985092716	0.1401836055
904	0.985092716	0.1401243423
905	0.9852121212	0.1399697692
906	0.9853315553	0.1398277582
907	0.9853315553	0.1396664212
908	0.9855705105	0.1395150445
909	0.9855705105	0.1393244953
910	0.9855705105	0.139236049
911	0.9855705105	0.1390323725
912	0.9856900315	0.1388449049
913	0.9858095816	0.1386319188
914	0.9858095816	0.1384714157
915	0.9858095816	0.1383359955
916	0.9856900315	0.1381836958
917	0.9863013699	0.1380574485
918	0.9863013699	0.1378860829
919	0.9855705105	0.1376988084
920	0.9856900315	0.1375553353
921	0.9860487687	0.1373779148
922	0.9862880718	0.1371663914
923	0.986407767	0.1369639854
924	0.9862880718	0.136819659
925	0.986407767	0.1367191819
926	0.9865274912	0.1366333597
927	0.9865274912	0.1365994595
928	0.986407767	0.1364972954
929	0.9865274912	0.1363817565
930	0.9862880718	0.1362258799
931	0.986407767	0.1361340599
932	0.9865274912	0.1359374696
933	0.9865274912	0.1358116192
934	0.9866472445	0.1356780882
935	0.9867670268	0.1355625203
936	0.9867670268	0.1354180861
937	0.9866472445	0.1353370883
938	0.9867670268	0.1351984872
939	0.9867670268	0.1351039472
940	0.9867670268	0.1349545421
941	0.9867670268	0.1348716177
942	0.9866472445	0.1347032355
943	0.9865274912	0.1345745701
944	0.9868868383	0.1343122228
945	0.9868868383	0.1342082258
946	0.9866472445	0.1340610749
947	0.9868868383	0.1338832115
948	0.9866472445	0.1336935678
949	0.9866472445	0.1336211663
950	0.9866472445	0.133436157
951	0.9868868383	0.1332580147
952	0.987618354	0.1330700938
953	0.9874984828	0.132908654
954	0.9878581836	0.1327287123
955	0.9878581836	0.1326650683
956	0.9878581836	0.1325828424
957	0.9878581836	0.1325021994
958	0.9878581836	0.1323998464
959	0.9878581836	0.1321533001
960	0.9877382542	0.1319882649
961	0.9877382542	0.1317523798
962	0.9879781421	0.1316207224
963	0.9879781421	0.1315346036
964	0.9878581836	0.1314381509
965	0.9878581836	0.1312848567
966	0.9878581836	0.1311691501
967	0.9879781421	0.1309885442
968	0.9879781421	0.130914419
969	0.9879781421	0.1308329044
970	0.9882181465	0.1306632334
971	0.9882181465	0.130561201
972	0.9882181465	0.1304520194
973	0.9884582675	0.13016377
974	0.9884582675	0.1300238298
975	0.9884582675	0.1298847684
976	0.9884582675	0.1297760637
977	0.9884582675	0.1296487371
978	0.9882181465	0.1294563633
979	0.9884582675	0.1293167276
980	0.9885783718	0.1291775093
981	0.9885783718	0.1290445702
982	0.9885783718	0.1289483718
983	0.9885783718	0.1288386025
984	0.9886985053	0.1285999684
985	0.9886985053	0.1284803403
986	0.9886985053	0.1283658404
987	0.9886985053	0.1282809374
988	0.9886985053	0.1281394706
989	0.988818668	0.1279472615
990	0.988818668	0.1278619879
991	0.988818668	0.1277024261
992	0.988818668	0.1276173238
993	0.9891898457	0.1274815006
994	0.9893100097	0.127294348
995	0.9893100097	0.1271545439
996	0.9893100097	0.1269527862
997	0.9893100097	0.1268285466
998	0.9893100097	0.1266912027
999	0.9891898457	0.1265855327
